Job Title,Job Link,Company,Location,Salary,Rating
Data Engineer I - Vertoz,https://in.indeed.com/rc/clk?jk=f173224c815a5191&bb=TRKKh3627-ux7Q9qlHqp9kpM3RzmKoicgY8jE2fHH32PgEJKKF47FnqoR3NwpBbGTUFY92ozwuhIhSkcowAMeBUVNPZdHR4Xu_dr5SCwyfMN98Tex5ajtMzXSYltvp2r&xkcb=SoDi67M30uSs9Zx2DB0abzkdCdPP&fccid=67cff2395e488d45&vjs=3,Vertoz,india,Not Disclosed,Not Rated
GN-Health- Care Innovation- Consultant,https://in.indeed.com/rc/clk?jk=c700ce20e6782090&bb=TRKKh3627-ux7Q9qlHqp9lCsxf92R6WmrrbVq7D21ZeKVnnYE3LV2g_rSu5Bpj82WSwWccyxzEoUdOOBWZlMvky9yN-M9bXU_dQcsHkge6pe1Y7raB7S8Q%3D%3D&xkcb=SoB_67M30uSs9Zx2DB0ZbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,india,Not Disclosed,Not Rated
Data Analysis and Data Visualization Application Developer,https://in.indeed.com/rc/clk?jk=bf6be8f6f14fba89&bb=TRKKh3627-ux7Q9qlHqp9hJ4Iz1um-krntF5qK17V_I_JstirHxSc0RpiFbqrBt73X83mMDHppNo0BGfFuzYP99W615Yr_AHb6Vw5OiB4g9r6QdE4udxCTouRulyRLJK&xkcb=SoDL67M30uSs9Zx2DB0YbzkdCdPP&fccid=cc1c74b1f4bbfe6c&vjs=3,Alegra labs,india,Not Disclosed,Not Rated
UI/UX DEVELOPER,https://in.indeed.com/rc/clk?jk=c9b7363ae95a9c9a&bb=TRKKh3627-ux7Q9qlHqp9hORYI_-Wsr75xIWBHZApwxCaSZX_QtkGYZ6gmyjmmLUdbVcf92Yg7NUVseCoXnWHy_ZkhASpHnBnRRcgldFbUMGJdjDu35XHyw_jJ6bHYij&xkcb=SoBF67M30uSs9Zx2DB0fbzkdCdPP&fccid=9f944694a8ace82f&vjs=3,Proeffico Solutions,india,Not Disclosed,Not Rated
Quantitative Research Risk Modeling Associate,https://in.indeed.com/rc/clk?jk=9f8c1dc53bf0f2f4&bb=TRKKh3627-ux7Q9qlHqp9tl_HZ3YRXCXhWGlIMEa6AIUNdsXnDo2CcocBsugjvQSGqViXq8-KF-NVMNRQLDySmz4PpxuhxkzJ693PTeerV_CJu4dwmDaMQ%3D%3D&xkcb=SoDx67M30uSs9Zx2DB0ebzkdCdPP&fccid=c46d0116f6e69eae&vjs=3,JPMorganChase,india,Not Disclosed,Not Rated
"Consultant (Credit Risk Modelling), Data Science & Analytics",https://in.indeed.com/rc/clk?jk=7b9d50c22c5470e4&bb=TRKKh3627-ux7Q9qlHqp9lSAc1swl_J7EhR77deLKHqRZ0nGJQZe8yPnxbsPzswvR_a7aapi7A7hMoDSHs4TkcTqU5nau3a3ktVC2h5chouvxayaVNhQtTN0M5gwVpeO&xkcb=SoBs67M30uSs9Zx2DB0dbzkdCdPP&fccid=663ece44ae074b32&vjs=3,TransUnion,india,Not Disclosed,Not Rated
BI Developer | PAN India,https://in.indeed.com/rc/clk?jk=68e83aff6ac47c4a&bb=TRKKh3627-ux7Q9qlHqp9rj8FGDRKQ3wFzqcU5ttvqKXIFo8kyv6MN_pkykdeHo2r0KjesR3FvclN36pQcXmIa44yhr-fYSUO7LnHywTqv6Vfmqu_PQKow%3D%3D&xkcb=SoDY67M30uSs9Zx2DB0cbzkdCdPP&fccid=5d72e2fe76078b02&vjs=3,Capgemini Invent,india,Not Disclosed,Not Rated
TC-CS-Data Protection and Privacy-Staff,https://in.indeed.com/rc/clk?jk=8f8b6f43c55a451a&bb=TRKKh3627-ux7Q9qlHqp9vf6a2Hkw2uPYAsoUftEDtkyR4dSCpm34XIb8itKNCBjwmE-2APshkXOUj8lOHp1Sqz9oKOGRctJ1jp6UfRR2C0U1QC275Qq2C1pllc6zStN&xkcb=SoAx67M30uSs9Zx2DB0TbzkdCdPP&fccid=1544766d4c2915b0&vjs=3,EY,india,Not Disclosed,Not Rated
"Manager, Data Science",https://in.indeed.com/rc/clk?jk=086dbdca229820ed&bb=TRKKh3627-ux7Q9qlHqp9m23k7i93pf1ck7ztYPfebEnrPYllZHXI5S64JUu8CDmxvncFEE_6mxC9q7KVODX5LMA2577s3fffjH2-A6RSEVd9CAkPUsljW3cGxC2pZL6&xkcb=SoCF67M30uSs9Zx2DB0SbzkdCdPP&fccid=ed22db47960d00a3&vjs=3,Kenvue,india,Not Disclosed,Not Rated
SQL Developer,https://in.indeed.com/rc/clk?jk=82b5f532760aa1a7&bb=TRKKh3627-ux7Q9qlHqp9vzzmWVr4L_btRmZOB6xamqxxOqKG2APV8aHHzydBvxQC3bjv_xFYGhiTg6cZZO5Tg_mKqO85BPLmwa-G8nn8wxyk3taFnoij1hRf13QFgqJ&xkcb=SoAY67M30uSs9Zx2DB0RbzkdCdPP&fccid=b40a443dc452a0a6&vjs=3,Egenx Systech,india,Not Disclosed,Not Rated
RESEARCH AFFILIATE,https://in.indeed.com/viewjob?jk=2ecbc01ec813c823,Monk Prayogshala,india,Not Disclosed,Not Rated
Senior Specialist - Product (Remote),https://in.indeed.com/viewjob?jk=c749b2c7e24f0bec,Udhyam Learning Foundation,india,Not Disclosed,Not Rated
Junior AI Developer (JBU),https://in.indeed.com/viewjob?jk=4ec89f2f2bde60f8,Hitachi Solutions Ltd,india,Not Disclosed,Not Rated
Lead Data Anlayst,https://in.indeed.com/viewjob?jk=c6c2a4fc1616f2ec,S&P Global,india,Not Disclosed,Not Rated
Pharmacovigilance Services New Associate,https://in.indeed.com/viewjob?jk=fc7c6ddf7c03c67b,Accenture,india,Not Disclosed,Not Rated
Statistical Programmer II,https://in.indeed.com/viewjob?jk=12cf6c24ebc66427,Parexel,india,Not Disclosed,Not Rated
Cloudera & Big Data Engineer (12966956),https://in.indeed.com/viewjob?jk=579ff33afcffd238,Helius Technologies,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/viewjob?jk=8c4518117356d459,Ipsos,india,Not Disclosed,Not Rated
SDET,https://in.indeed.com/viewjob?jk=ec44f34d9429cfc2,StatusNeo Technology Consulting,india,Not Disclosed,Not Rated
Assistant Manager- MEL,https://in.indeed.com/viewjob?jk=07063ea7c0af2e03,The Hans Foundation,india,Not Disclosed,Not Rated
Junior Software Developer,https://in.indeed.com/viewjob?jk=c5d8bcbca6943fd1,Aadrika Enterprises,india,Not Disclosed,Not Rated
POWER BI DEVELOPER,https://in.indeed.com/viewjob?jk=4dad4a9d65238fe6,SalesPoint,india,Not Disclosed,Not Rated
Senior Buisness Analyst,https://in.indeed.com/viewjob?jk=8140c820394d292f,Bloomstack,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/viewjob?jk=546e15762e8044fe,Novartis,india,Not Disclosed,Not Rated
Software AI Trainee,https://in.indeed.com/viewjob?jk=3c832ec9ecd77cf9,[x]cube LABS,india,Not Disclosed,Not Rated
IT Support Executive |,https://in.indeed.com/viewjob?jk=abc72fefcc6ae72d,Anaxee Digital Runners,india,Not Disclosed,Not Rated
Lead- Data Science,https://in.indeed.com/viewjob?jk=3377b0f311aabe02,Rishabh Software,india,Not Disclosed,Not Rated
Senior BA - FX,https://in.indeed.com/viewjob?jk=c4004237b44073d9,Virtusa,india,Not Disclosed,Not Rated
Business Analysis (Technology Management),https://in.indeed.com/viewjob?jk=b830603393ca1c32,Morgan Stanley,india,Not Disclosed,Not Rated
Associate - UAT Testing (Wealth Management) : Job Level - Associate,https://in.indeed.com/viewjob?jk=b3470d867ad1e957,Morgan Stanley,india,Not Disclosed,Not Rated
Associate - Campus Support,https://in.indeed.com/viewjob?jk=5137004e959be9ff,Kalvium,india,Not Disclosed,Not Rated
Infrastructure Monitoring Practitioner,https://in.indeed.com/viewjob?jk=3d8191e7a4f98679,Accenture,india,Not Disclosed,Not Rated
Specialist - Data Science,https://in.indeed.com/viewjob?jk=ea1c672e1fd8cb83,Pentair,india,Not Disclosed,Not Rated
AI Automation Developer,https://in.indeed.com/viewjob?jk=124668278b33cef1,AIS InfoSource,india,Not Disclosed,Not Rated
SME - Backup & Recovery (BR1),https://in.indeed.com/viewjob?jk=2c58a2bed188804f,Microland,india,Not Disclosed,Not Rated
"Sr Analyst, Electronic Data Interchange",https://in.indeed.com/rc/clk?jk=7c722c7a61ec47a1&bb=qpqUrnmNFj4njEpCta1lrJ2q61k1FEr-VIeVjzMBrHbyIskXiOzxVN8pZeCnDDr9WjhHH8Iy2Gw9UWL6MHmL8_a0FCkburPhvSubAjB0-5L_iHmJrpqc8HWUe1Tvgkd6&xkcb=SoBI67M30uSqHbxbkh0LbzkdCdPP&fccid=3586973f5b1c82b8&vjs=3,Evolent Health,india,Not Disclosed,Not Rated
Artificial Intelligence Expert,https://in.indeed.com/rc/clk?jk=8d844d86264b989f&bb=qpqUrnmNFj4njEpCta1lrJ2q61k1FEr-V3EPz4RN7Oubdk_tcOpUECBOjJBcKFnpPECv_zvSO14oREDGdqH3IodKEzLBIJG4WSZpl51ZwDNb-gpOidblpWcqqjBX1jII&xkcb=SoD867M30uSqHbxbkh0KbzkdCdPP&fccid=bdad58a8df3ba8a4&vjs=3,Crypto Mize,india,Not Disclosed,Not Rated
C11 - Spec Analytics Intmd Analyst,https://in.indeed.com/rc/clk?jk=e053dc637b3e72f7&bb=qpqUrnmNFj4njEpCta1lrOCvmgVJ2QByqeuqUF9TOpHLCCA0GwTw0P4f3pew31jWA_KMbJOS6LXigArJ1408eunysYSP0R4fKqNvrO_hFOCKW7gqkgJMpQ%3D%3D&xkcb=SoBh67M30uSqHbxbkh0JbzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,india,Not Disclosed,Not Rated
L1 / L2 Application Support,https://in.indeed.com/rc/clk?jk=6ef80e14bd5b2149&bb=qpqUrnmNFj4njEpCta1lrO8GmipkDh-wx8Bbfi1Etx2zQ-ME8tMSE4vOMY_pFbPSmEel9rVFIl8jcXGXdO0KPDsTroRcgSr3zwfqf0xip838GQPPqnMgrWhzqEHhkN89&xkcb=SoDV67M30uSqHbxbkh0IbzkdCdPP&fccid=9f944694a8ace82f&vjs=3,Proeffico Solutions,india,Not Disclosed,Not Rated
Associate,https://in.indeed.com/rc/clk?jk=3bc0d76ba45c1672&bb=qpqUrnmNFj4njEpCta1lrEl6u8kkMGGbDDF1fUsogBNvg7BOxePUZK_F4Kvix4wu7GQSS6dYE0-P1GTd9Vm_nmr7DeXMnsQvb6POHCN2xF9WqQadYK_tXS7lzuLFXeSG&xkcb=SoBb67M30uSqHbxbkh0PbzkdCdPP&fccid=5e964c4afc56b180&vjs=3,PwC,india,Not Disclosed,Not Rated
Research Associate,https://in.indeed.com/rc/clk?jk=0ffdf9df0701b44e&bb=qpqUrnmNFj4njEpCta1lrJbOzYEQrELkLvhl9N3p98MVuLWJs1hMR5tgqq-oOw3ajUuErXOELvd1LiOATo9-ToT2YyzOOQvJgVQzzvkW58trVPsCDjBpwmrFMAOzT-w4&xkcb=SoDv67M30uSqHbxbkh0ObzkdCdPP&fccid=973477afa924098f&vjs=3,Indian School of Business,india,Not Disclosed,Not Rated
Senior Data Scientist,https://in.indeed.com/rc/clk?jk=dd9d9b898888e9d7&bb=qpqUrnmNFj4njEpCta1lrNlv8Pmm60EruGaGbOCeZCe2vZx8clwjeMJ6AMXLrOt7pJo_zxNDyNMKZif4ER5iQkufLz3rDpCE_LJsF6KKBQ5AiCSRtn03TKX08__-Sv_f&xkcb=SoBy67M30uSqHbxbkh0NbzkdCdPP&fccid=35076383c03a6b9f&vjs=3,Pon Pure Chemicals Group,india,Not Disclosed,Not Rated
"NLP, Data Scientist",https://in.indeed.com/rc/clk?jk=ef0ec93c143a693d&bb=qpqUrnmNFj4njEpCta1lrDDJMe1CX-moBkTrju7f3zGgdvbE5X85yiZwuF5fxW7fv5Cn9ZIlPv7t9qKZgrOPpuEylCIcthS6RRxo5VUWH_x7DcSbV9qbAVrGZ3SZgXzU&xkcb=SoDG67M30uSqHbxbkh0MbzkdCdPP&fccid=558e7ad7f54d9ed9&vjs=3,Mango Sciences,india,Not Disclosed,Not Rated
Product Engineers,https://in.indeed.com/rc/clk?jk=d0de46c4672fc757&bb=qpqUrnmNFj4njEpCta1lrPbI_JeREcOhShJJydqdvJazgTp8dsQWeEkLLY_NcgGSCAidv3i2SP67vnh6JQ1_7trW1IRqjAyaTbuf8sULEDtiEFjvJoO0QuMlUUKmXVkF&xkcb=SoAv67M30uSqHbxbkh0DbzkdCdPP&fccid=8af924f17774d811&vjs=3,CrunchMetrics,india,Not Disclosed,Not Rated
"Find A New Career, You'll Love",https://in.indeed.com/rc/clk?jk=b53d4428ba31d193&bb=qpqUrnmNFj4njEpCta1lrPd6N_CKa2ownQF1M38DAkCFZA5EaiifeCxC0jGuGDp44tp2njvyk04DLo6YrVUOYjl75Xy2CYpoIIIWN4EVji-YmyXrPzahz30GwytbC94F&xkcb=SoCb67M30uSqHbxbkh0CbzkdCdPP&fccid=9f944694a8ace82f&vjs=3,Proeffico Solutions,india,Not Disclosed,Not Rated
Staff Data Scientist,https://in.indeed.com/rc/clk?jk=da895a59371dca6b&bb=qpqUrnmNFj4njEpCta1lrBwMb5FIOzAjhUs5vb1DxhFFwx9idL8ObhxZLONuLBace05F4Teccg6atVz4Xw1twZ7BNg3G1Vp19XA3JnmxLLPsDWCukmcpxt_pdHx3W2qh&xkcb=SoAG67M30uSqHbxbkh0BbzkdCdPP&fccid=8c7998933ec08dc1&vjs=3,Aritha,india,Not Disclosed,Not Rated
IN-Senior Associate_Tableau_D&A_Advisory_Mumbai,https://in.indeed.com/rc/clk?jk=e95eb0612b0b6df1&bb=qpqUrnmNFj4njEpCta1lrBdN7y_GW6aR6nhl6L2PuntDSFav_5MEBgLT_RBmOXJoJWE_2CCRMJjUGV8p1xiTVGwNbai9YupwloqZ29jcdUpLGPbip4abmq1yjLlaECTN&xkcb=SoCy67M30uSqHbxbkh0AbzkdCdPP&fccid=5e964c4afc56b180&vjs=3,PwC,india,Not Disclosed,Not Rated
Data Engineer,https://in.indeed.com/rc/clk?jk=e124f396686c2f51&bb=qpqUrnmNFj4njEpCta1lrBnhl8j2TBGnEx5zt9M2BBIp6wywZ5pkAAKE8UM29zhQ-NwxkcPcfBdumBSVlYDil6Xycxtxygvw4Zd9qwIARSqQGzhxaJAwACOcRHzbOmin&xkcb=SoA867M30uSqHbxbkh0HbzkdCdPP&fccid=f37511fc55a3e95b&vjs=3,Forcepoint,india,Not Disclosed,Not Rated
IMS/ Quality Systems Professional,https://in.indeed.com/rc/clk?jk=ee32f17a0396778b&bb=qpqUrnmNFj4njEpCta1lrJhoKP0QVdO2rnWKyMzoQD42V3QRllRrFPKEPwkZPcXW5yrw5CVHQCj3J0IuT-G7Yw-6KnQrRhsdQ_oX5mW9qcPgaifqH2paYA%3D%3D&xkcb=SoCI67M30uSqHbxbkh0GbzkdCdPP&fccid=c3d73a6fd53e8543&vjs=3,Emerson,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=e5393363b56e2ab5&bb=qpqUrnmNFj4njEpCta1lrKOxx8LJ-LAhucBUT2XkBO4iZdkQRRjcBv8I4Se8UrbtL2T-i2d3ab9suU3y1ImqoAuxv8Zn4H_LBsnBRJFmh20Xw4lsA-BwJEl3MTaI8b2x&xkcb=SoAV67M30uSqHbxbkh0FbzkdCdPP&fccid=feb4113c0bf55810&vjs=3,Talentica Software India,india,Not Disclosed,Not Rated
Research Analyst Sustainable Food Systems,https://in.indeed.com/rc/clk?jk=de27491cf72fbd39&bb=enBt7bOUCNueR7CXzgSzh35yce315xFlPnDPg1UlZheXM0G8BDhQ2HtwxSzLyKX_jQoFgzFznE8HZ6eemFuXS1-DWNUCvgTJ83aaq78QcLojNa0t8wmmdUdwnNYN8XaE&xkcb=SoBf67M30uSn58W3WR0LbzkdCdPP&fccid=0a66f90fab2ee166&vjs=3,"Council on Energy, Environment and Water",india,Not Disclosed,Not Rated
Senior Associate-Programme,https://in.indeed.com/rc/clk?jk=dbeadeb193b52ac7&bb=enBt7bOUCNueR7CXzgSzh5l8bLIuAMNWmOAGyzNTlqrU0aDWsfrco9-z_C0C3ThyFOa4ullJWUvDchvo8zf3ckF3uWB0LitkqdXuLv-xI6t9-XlOpuAg-VZYVk1yCxyZ&xkcb=SoDr67M30uSn58W3WR0KbzkdCdPP&fccid=4b2da1a5f0c87b7e&vjs=3,The Hans Foundation,india,Not Disclosed,Not Rated
Data Analytics - Fresher,https://in.indeed.com/rc/clk?jk=9b29ae2ac865b06f&bb=enBt7bOUCNueR7CXzgSzhx1PTXTiIo5BtvMjE-t8pH7_CSinp16PHo038xgbM8uwlb0bfe0LK_KP66gHH4iAxCpkmlh2XQ7x5uPQQTKvmkhe4hegGcwGFEiWpB1_jotQ&xkcb=SoB267M30uSn58W3WR0JbzkdCdPP&fccid=559c840667eb5efb&vjs=3,Maskoid Technologies,india,Not Disclosed,Not Rated
6 Months or 1 Year Internship in Pharmacovigilance (Paid),https://in.indeed.com/rc/clk?jk=2bb178860f070fb1&bb=enBt7bOUCNueR7CXzgSzh6KlZ9Al4FvL6rio1AsCa9qRhM6RuWMEbmWOlkb5SzlcpzT_bbgVo-ZjeT6atOvXqn8umSmOrW8c0RdUDU87zmH43_RflHMY6BMk7hMiLeu3&xkcb=SoDC67M30uSn58W3WR0IbzkdCdPP&fccid=ba918b6f9edc000b&vjs=3,Covalent Trainings,india,Not Disclosed,Not Rated
GenAI Engineer (Intermediate),https://in.indeed.com/rc/clk?jk=a330d8c6808aa2e7&bb=enBt7bOUCNueR7CXzgSzhw78vi9qvFlbpTXwxj41KPubGOTmRc22U1E-dYySglTIrmb2bywG13vH2ZDSlA4SRjIH6jyOxf1HAxWEuFZJIEhbraYN67ZWKdK-72IBAcjY&xkcb=SoBM67M30uSn58W3WR0PbzkdCdPP&fccid=66d6456cccc08d48&vjs=3,Rayvat Outsourcing,india,Not Disclosed,Not Rated
Data Quality/ Data Governance Analyst - C10 - BANGALORE,https://in.indeed.com/rc/clk?jk=54ad0de9de378886&bb=enBt7bOUCNueR7CXzgSzh8aye11znmls8Rp-2G-p9_StktsYeU47aV-gknj2P8d59vRFKPKkBcw36jqfsL-y4un1GtEmh9nwADlVaZ1I2bW5-y2bWh4k2A%3D%3D&xkcb=SoD467M30uSn58W3WR0ObzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,india,Not Disclosed,Not Rated
PostgreSQL Data Engineers,https://in.indeed.com/rc/clk?jk=74e16ec56acb4562&bb=enBt7bOUCNueR7CXzgSzhyIm6hHuNtFdOxiAVBr7WUNdzLorZqu5fcQ3LECmYRmK9qxb5KEF3KgQntYz274Yj7UknZVpDU96SEsLpeW7-11lwoa6bqkItEbZ5_gwjw5H&xkcb=SoBl67M30uSn58W3WR0NbzkdCdPP&fccid=17e61b12deaeff01&vjs=3,Axcess.io,india,Not Disclosed,Not Rated
Machine Learning Engineer,https://in.indeed.com/rc/clk?jk=23df2c464c15a729&bb=enBt7bOUCNueR7CXzgSzh9tnhDPVrAbwo9hD4VvGHDF8kOuk0xKfVFok4m5qA1x7zA8I_aiwa4HxP1z8xhmy3s0vp8w4mEX1wwkBI3GUlg6PxkCk5IeSB7H72LfSSEM2&xkcb=SoDR67M30uSn58W3WR0MbzkdCdPP&fccid=3840510b0b029ee9&vjs=3,Tekolutions.ai,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=21dc18b32f935cf6&bb=enBt7bOUCNueR7CXzgSzh_Ou8de2FmHud1UNPCF569ZBO9wNLnCuPeHI1DaMFvi5kh-O-DxNxDlvwqSvwINtV03UlAdqyLiXafIKOsA5IUs0VofBH2KIOx62uW3t927l&xkcb=SoA467M30uSn58W3WR0DbzkdCdPP&fccid=e775ea668c7f9b82&vjs=3,Fyers securities,india,Not Disclosed,Not Rated
Lead – Uttar Pradesh Behavioural Insights Unit,https://in.indeed.com/rc/clk?jk=d96e7ee680ed536d&bb=enBt7bOUCNueR7CXzgSzhwwPgTjdyzS-T_8AUxZ0krBdPsgfFkntwjWH_ggW0N25fTzsc14OvNIQpiUxHQNQwGZsqbSHcKSRxNQ-DSiED5Iq-NN7z4C1uHoxXJ-yyqbe&xkcb=SoCM67M30uSn58W3WR0CbzkdCdPP&fccid=c09e8c309d9fa863&vjs=3,Ashoka University,india,Not Disclosed,Not Rated
Analytics Manager,https://in.indeed.com/rc/clk?jk=e55c063f786cb2e5&bb=enBt7bOUCNueR7CXzgSzh8aye11znmlsAij4IOEI6HYfMQYXHGOTpJe6ZNywsi3zUJlov8cqAF2s71FC9Ki_mnBstypw-8joYkr7kovsTVJbjFoPIIQiVjsupd3UlTOI&xkcb=SoAR67M30uSn58W3WR0BbzkdCdPP&fccid=cfd40c9722d42bfb&vjs=3,RGB Web Tech,india,Not Disclosed,Not Rated
Research Analyst - Global Power Market,https://in.indeed.com/rc/clk?jk=bd9dbcf0fb0e0690&bb=enBt7bOUCNueR7CXzgSzhx9Y8J7j8BkPIvBo3oOcp9Y5iJg44nQS5PTsVBKILu8IZHI88MB6rnVc0784UmeQnanOqAaMKDLajGBjv-uIaMEVsanO-5eZXLGEWAshfozI&xkcb=SoCl67M30uSn58W3WR0AbzkdCdPP&fccid=a7c45263be5bd036&vjs=3,Wood Mackenzie India Private Limited,india,Not Disclosed,Not Rated
Senior data scientist,https://in.indeed.com/rc/clk?jk=3957c3b9a901ea16&bb=enBt7bOUCNueR7CXzgSzh-SM20cadnuBtFe3fQ5f6JK1DML-Umw-5kBdCY2lw-yuR190KzKj8Q4F1U5KWUcJTpThe2KvA1v2bxdvcPHZCas9fiEKin6IOA%3D%3D&xkcb=SoAr67M30uSn58W3WR0HbzkdCdPP&fccid=ea6bb53f0b18b8f2&vjs=3,Siemens,india,Not Disclosed,Not Rated
Azure Data Scientist,https://in.indeed.com/rc/clk?jk=2a1a0d81a7809a97&bb=enBt7bOUCNueR7CXzgSzh8tMh3sp5coactn55qzTSTP4YsVd3nUUii043poHI80NXYgXVa21ZYwipWE_kibm3drrQK6MyA8czDpZomToL3AHLIKDVckbB7s3SUrzrTjt&xkcb=SoCf67M30uSn58W3WR0GbzkdCdPP&fccid=e23393f562c4ddee&vjs=3,Jeevan Technologies,india,Not Disclosed,Not Rated
Research Associate,https://in.indeed.com/rc/clk?jk=972230073ba31044&bb=enBt7bOUCNueR7CXzgSzh8kJ-RQF0fYRgFBPSwmQUVH1fSA1TOkPcFbiuv6RF4IQPH15DuUim_7iSX4U4L1_Haiao3AqT5pnmuXYPzWYzi4dLYUb2MW_AFkqGnijj9-Z&xkcb=SoAC67M30uSn58W3WR0FbzkdCdPP&fccid=0efadf7bd05ddcb8&vjs=3,Satyarthi,india,Not Disclosed,Not Rated
Senior Data Scientist,https://in.indeed.com/rc/clk?jk=dfbdb6393357e9f0&bb=FJh2AXtGl5J4l2MEfSEgmyBjC4N5C2OGfsKajKYVmzt6bIprOKftTl8ffin9qBt4aNHrvjTxvTR8cR58BzwrhdQLKcF8CnjHiQj0VUzqWFUA8qJwaQz36I7z0LCRvkG2&xkcb=SoBp67M30uSmSJWOFp0LbzkdCdPP&fccid=97da2e000e9aab5f&vjs=3,CIS,india,Not Disclosed,Not Rated
Quality Analyst (Call Centre Operations),https://in.indeed.com/rc/clk?jk=2ec07e161a3103f6&bb=FJh2AXtGl5J4l2MEfSEgmwBuMTDYeCKbrgYxXTtGCvAmft_70iJUbz5XnvR1Wf--LGHpwf6A47e0Xf1E7zPHDdodVvvNkbuxvf7I3fmrKWohOxOlWlN0zWTxiaK8zRMm&xkcb=SoDd67M30uSmSJWOFp0KbzkdCdPP&fccid=313263628ca92ac4&vjs=3,Narsee Monjee Institute of Management Studies...,india,Not Disclosed,Not Rated
"Specialist, Data Analytics, RCFCC",https://in.indeed.com/rc/clk?jk=abbcc837a4fe7b06&bb=FJh2AXtGl5J4l2MEfSEgm3VFrP2bEAMbxnICCeUfhiEPZO-_opvr5vfP0YOH5ro6QpkfDw4CK9boV8M5RLhY9YF0fvSRFjcpeE_mS2ykrcqkH27rkEMQvs-pw8b-CMLh&xkcb=SoBA67M30uSmSJWOFp0JbzkdCdPP&fccid=5249cd8e17163cb5&vjs=3,Standard Chartered,india,Not Disclosed,Not Rated
IA-Consultant-TMT Research (N),https://in.indeed.com/rc/clk?jk=f530e47fad4a2725&bb=FJh2AXtGl5J4l2MEfSEgm2RnCpGVMXGulNZ24Hx-s3Wq0uIa4L73eGQ5hzBtXJFAsJfEwBEyrJJeRWtz6yK0kHsyi2INZZYAG0ecx9F_ycspwsOcyyfPus9LjzLR1gVz&xkcb=SoD067M30uSmSJWOFp0IbzkdCdPP&fccid=e47b99270f9cbc59&vjs=3,Evalueserve,india,Not Disclosed,Not Rated
Data Review Associate,https://in.indeed.com/rc/clk?jk=6f9234f81a006c76&bb=FJh2AXtGl5J4l2MEfSEgmxMOB2xyf1WCawNsu_GjkKLuxNdq0GIW6W0Yp0hQc7eAUU7WPCZEw0rH7t3qXlDj3cj-wlRCG8-lXyxr9lmNinwPuS-83nsTvOYW3za_HMMl&xkcb=SoB667M30uSmSJWOFp0PbzkdCdPP&fccid=dc86b41d5cdf3527&vjs=3,"Medpace, Inc.",india,Not Disclosed,Not Rated
"Director, Analytics",https://in.indeed.com/rc/clk?jk=07493430eec867c1&bb=FJh2AXtGl5J4l2MEfSEgm-j_0j5QZJkGt7Ivx1J_hzx8YGSZFEv6z6rm5W7P0sK4kdLHC4XllV_nMFWjqyvODoMu2rIOPd81cUltGHkGUsO8Q9mycLPUS3s28LvW1ggZ&xkcb=SoDO67M30uSmSJWOFp0ObzkdCdPP&fccid=30cd503f1261b2a0&vjs=3,fifthnote,india,Not Disclosed,Not Rated
Salesforce Administrator & Project Manager (New Delhi),https://in.indeed.com/rc/clk?jk=32e66e461183ffe2&bb=FJh2AXtGl5J4l2MEfSEgm65iQ7lq8Md3e8ZWPyPiV0MKuvuyl8-iWu7dUIghyJ6bOljsF-qwik4-kxyQG2I0lgwYpBvm2O3hTpz3TQhCxD9lag7QYpTeDxTeV_LXGv1R&xkcb=SoBT67M30uSmSJWOFp0NbzkdCdPP&fccid=df21938a6f095c2f&vjs=3,DSS Imagetech,india,Not Disclosed,Not Rated
PROJECT MANAGER,https://in.indeed.com/rc/clk?jk=44763a39a1e834dc&bb=FJh2AXtGl5J4l2MEfSEgm3wueGhMbd6QP7xucLm72GUndsQoMWYcAp7b0cSZ_K7HyjvooPCkMZb5m8lSeP17PmFdpgi19ME3gqT_rlA5mrBldCFo-w1X1ABarps9oyKU&xkcb=SoDn67M30uSmSJWOFp0MbzkdCdPP&fccid=aac3cf2de368e654&vjs=3,Valiance Solutions,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=21dc18b32f935cf6&bb=FJh2AXtGl5J4l2MEfSEgmzYRYi6E8DiKM9K4KV-4FwbOWlOQS3PErqBz_bRBA6OdVpAJw1dluZ4SkAMx2YJoH2vv0HWtC-WsDxa8uUpf59_EKXQDAx7eQ46Ge7zloAWG&xkcb=SoAO67M30uSmSJWOFp0DbzkdCdPP&fccid=e775ea668c7f9b82&vjs=3,Fyers securities,india,Not Disclosed,Not Rated
